Bega,"Bega, New South Wales",Bega,New South Wales,"https://en.wikipedia.org/wiki/Bega,_New_South_Wales",36°40′S,149°50′E,-36.666666666666664,149.83333333333334,1851,1851.0,4368
Bendigo,Bendigo,Bendigo,Victoria,https://en.wikipedia.org/wiki/Bendigo,36°45′0″S,144°16′0″E,-36.75,144.26666666666668,1851,1851.0,103034
Ballarat,Ballarat,Ballarat,Victoria,https://en.wikipedia.org/wiki/Ballarat,37°33′39″S,143°50′51″E,-37.56083333333333,143.8475,1838,1851.0,111973
Castlemaine,"Castlemaine, Victoria",Castlemaine,Victoria,"https://en.wikipedia.org/wiki/Castlemaine,_Victoria",37°3′49″S,144°13′2″E,-37.06361111111111,144.21722222222223,1851,1851.0,7506
Hamilton,"Hamilton, Victoria",Hamilton,Victoria,"https://en.wikipedia.org/wiki/Hamilton,_Victoria",37°44′0″S,142°01′0″E,-37.733333333333334,142.01666666666668,1851,1851.0,10346
Moama,Moama,Moama,New South Wales,https://en.wikipedia.org/wiki/Moama,36°5′0″S,144°45′0″E,-36.083333333333336,144.75,1851,1851.0,7213
Sale,"Sale, Victoria",Sale,Victoria,"https://en.wikipedia.org/wiki/Sale,_Victoria",38°06′S,147°04′E,-38.1,147.06666666666666,1844,1851.0,14296
Tenterfield,"Tenterfield, New South Wales",Tenterfield,New South Wales,"https://en.wikipedia.org/wiki/Tenterfield,_New_South_Wales",29°02′55″S,152°01′04″E,-29.048611111111114,152.01777777777778,1851,1851.0,4066
Bordertown,"Bordertown, South Australia",Bordertown,South Australia,"https://en.wikipedia.org/wiki/Bordertown,_South_Australia",36°18′42″S,140°46′13″E,-36.31166666666666,140.77027777777778,1852,1852.0,3095
Daylesford,"Daylesford, Victoria",Daylesford,Victoria,"https://en.wikipedia.org/wiki/Daylesford,_Victoria",37°21′0″S,144°09′0″E,-37.35,144.15,1852,1852.0,2781
Glen Innes,"Glen Innes, New South Wales",Glen Innes,New South Wales,"https://en.wikipedia.org/wiki/Glen_Innes,_New_South_Wales",29°45′00″S,151°44′10″E,-29.75,151.7361111111111,1852,1852.0,6219
Lismore,"Lismore, New South Wales",Lismore,New South Wales,"https://en.wikipedia.org/wiki/Lismore,_New_South_Wales",28°49′0″S,153°17′0″E,-28.816666666666666,153.28333333333333,1856,1852.0,28816
